Source,Target,CoAuthored
"Moreira, E","Pellat, M",1
"Moreira, E","Pillai, TS",1
"Moreira, E","Dai, AM",1
"Moreira, E","Omernick, M",1
"Moreira, E","Agrawal, S",1
"Moreira, E","Dohan, D",1
"Polozov, O","Narang, S",1
"Polozov, O","Bosma, M",1
"Lewkowycz, A","Saeta, B",1
"Polozov, O","Mishra, G",1
"Polozov, O","Yin, PC",1
"Polozov, O","Gur-Ari, G",1
"Polozov, O","Isard, M",1
"Polozov, O","Austin, J",1
"Polozov, O","Bradbury, J",1
"Polozov, O","Pope, R",1
"Polozov, O","Hutchinson, B",1
"Polozov, O","Du, N",1
"Polozov, O","Reif, E",1
"Polozov, O","Prabhakaran, V",1
"Polozov, O","Shazeer, N",1
"Polozov, O","Tay, Y",1
"Polozov, O","Barnes, P",1
"Polozov, O","Rao, A",1
"Polozov, O","Maynez, J",1
"Polozov, O","Tsvyashchenko, S",1
"Polozov, O","Shi, K",1
"Polozov, O","Schuh, P",1
"Polozov, O","Gehrmann, S",1
"Polozov, O","Sutton, C",1
"Polozov, O","Chung, HW",1
"Polozov, O","Barham, P",1
"Polozov, O","Roberts, A",1
"Moreira, E","Sepassi, R",1
"Moreira, E","Spiridonov, A",1
"Moreira, E","Zoph, B",1
"Moreira, E","Lim, H",1
"Moreira, E","Maynez, J",1
"Moreira, E","Tsvyashchenko, S",1
"Moreira, E","Shi, K",1
"Moreira, E","Schuh, P",1
"Moreira, E","Gehrmann, S",1
"Moreira, E","Sutton, C",1
"Moreira, E","Chung, HW",1
"Moreira, E","Barham, P",1
"Moreira, E","Roberts, A",1
"Moreira, E","Mishra, G",1
"Moreira, E","Bosma, M",1
"Moreira, E","Devlin, J",1
"Moreira, E","Narang, S",1
"Moreira, E","Chowdhery, A",1
"Lewkowycz, A","Fiedel, N",1
"Lewkowycz, A","Petrov, S",1
"Lewkowycz, A","Dean, J",1
"Lewkowycz, A","Eck, D",1
"Lewkowycz, A","Meier-Hellstern, K",1
"Lewkowycz, A","Wei, J",1
"Lewkowycz, A","Catasta, M",1
"Lewkowycz, A","Firat, O",1
"Lewkowycz, A","Diaz, M",1
"Moreira, E","Rao, A",1
"Moreira, E","Barnes, P",1
"Moreira, E","Tay, Y",1
"Moreira, E","Levskaya, A",1
"Moreira, E","Luan, D",1
"Moreira, E","Ippolito, D",1
"Moreira, E","Zhou, D",1
"Moreira, E","Fedus, L",1
"Moreira, E","Robinson, K",1
"Moreira, E","Misra, V",1
"Moreira, E","Garcia, X",1
"Moreira, E","Michalewski, H",1
"Moreira, E","Dev, S",1
"Moreira, E","Ghemawat, S",1
"Moreira, E","Duke, T",1
"Moreira, E","Shazeer, N",1
"Moreira, E","Yin, PC",1
"Moreira, E","Gur-Ari, G",1
"Moreira, E","Isard, M",1
"Moreira, E","Austin, J",1
"Moreira, E","Bradbury, J",1
"Moreira, E","Pope, R",1
"Moreira, E","Hutchinson, B",1
"Moreira, E","Du, N",1
"Moreira, E","Reif, E",1
"Moreira, E","Prabhakaran, V",1
"Pellat, M","Levskaya, A",1
"Pellat, M","Yin, PC",1
"Agrawal, S","Chung, HW",1
"Omernick, M","Reif, E",1
"Omernick, M","Shazeer, N",1
"Omernick, M","Tay, Y",1
"Omernick, M","Barnes, P",1
"Omernick, M","Rao, A",1
"Omernick, M","Maynez, J",1
"Omernick, M","Tsvyashchenko, S",1
"Omernick, M","Shi, K",1
"Omernick, M","Schuh, P",1
"Omernick, M","Gehrmann, S",1
"Omernick, M","Sutton, C",1
"Omernick, M","Chung, HW",1
"Omernick, M","Barham, P",1
"Omernick, M","Roberts, A",1
"Omernick, M","Mishra, G",1
"Omernick, M","Bosma, M",1
"Omernick, M","Devlin, J",1
"Omernick, M","Narang, S",1
"Omernick, M","Chowdhery, A",1
"Agrawal, S","Fiedel, N",1
"Agrawal, S","Petrov, S",1
"Agrawal, S","Dean, J",1
"Agrawal, S","Eck, D",1
"Agrawal, S","Meier-Hellstern, K",1
"Omernick, M","Prabhakaran, V",1
"Omernick, M","Du, N",1
"Omernick, M","Dai, AM",1
"Omernick, M","Hutchinson, B",1
"Omernick, M","Dohan, D",1
"Omernick, M","Sepassi, R",1
"Omernick, M","Spiridonov, A",1
"Omernick, M","Zoph, B",1
"Omernick, M","Lim, H",1
"Omernick, M","Luan, D",1
"Omernick, M","Ippolito, D",1
"Omernick, M","Zhou, D",1
"Omernick, M","Fedus, L",1
"Omernick, M","Robinson, K",1
"Omernick, M","Misra, V",1
"Omernick, M","Garcia, X",1
"Omernick, M","Michalewski, H",1
"Omernick, M","Dev, S",1
"Omernick, M","Ghemawat, S",1
"Omernick, M","Levskaya, A",1
"Omernick, M","Duke, T",1
"Omernick, M","Yin, PC",1
"Omernick, M","Gur-Ari, G",1
"Omernick, M","Isard, M",1
"Omernick, M","Austin, J",1
"Omernick, M","Bradbury, J",1
"Omernick, M","Pope, R",1
"Agrawal, S","Wei, J",1
"Agrawal, S","Catasta, M",1
"Agrawal, S","Firat, O",1
"Agrawal, S","Diaz, M",1
"Agrawal, S","Ghemawat, S",1
"Agrawal, S","Levskaya, A",1
"Agrawal, S","Duke, T",1
"Agrawal, S","Yin, PC",1
"Agrawal, S","Gur-Ari, G",1
"Agrawal, S","Isard, M",1
"Agrawal, S","Austin, J",1
"Agrawal, S","Bradbury, J",1
"Agrawal, S","Pope, R",1
"Agrawal, S","Hutchinson, B",1
"Agrawal, S","Du, N",1
"Agrawal, S","Reif, E",1
"Agrawal, S","Prabhakaran, V",1
"Agrawal, S","Shazeer, N",1
"Agrawal, S","Tay, Y",1
"Agrawal, S","Barnes, P",1
"Agrawal, S","Rao, A",1
"Agrawal, S","Maynez, J",1
"Agrawal, S","Tsvyashchenko, S",1
"Agrawal, S","Shi, K",1
"Agrawal, S","Schuh, P",1
"Agrawal, S","Gehrmann, S",1
"Agrawal, S","Sutton, C",1
"Agrawal, S","Dev, S",1
"Agrawal, S","Michalewski, H",1
"Agrawal, S","Garcia, X",1
"Agrawal, S","Dai, AM",1
"Agrawal, S","Saeta, B",1
"Agrawal, S","Wang, XZ",1
"Agrawal, S","Zhou, ZW",1
"Agrawal, S","Lee, K",1
"Agrawal, S","Polozov, O",1
"Agrawal, S","Child, R",1
"Agrawal, S","Moreira, E",1
"Agrawal, S","Lewkowycz, A",1
"Agrawal, S","Pellat, M",1
"Agrawal, S","Pillai, TS",1
"Agrawal, S","Omernick, M",1
"Agrawal, S","Misra, V",1
"Agrawal, S","Dohan, D",1
"Agrawal, S","Sepassi, R",1
"Agrawal, S","Spiridonov, A",1
"Agrawal, S","Zoph, B",1
"Agrawal, S","Lim, H",1
"Agrawal, S","Luan, D",1
"Agrawal, S","Ippolito, D",1
"Agrawal, S","Zhou, D",1
"Agrawal, S","Fedus, L",1
"Agrawal, S","Robinson, K",1
"Omernick, M","Agrawal, S",1
"Omernick, M","Pillai, TS",1
"Pellat, M","Gur-Ari, G",1
"Pillai, TS","Wei, J",1
"Pillai, TS","Firat, O",1
"Pillai, TS","Diaz, M",1
"Pillai, TS","Saeta, B",1
"Pillai, TS","Wang, XZ",1
"Pillai, TS","Zhou, ZW",1
"Pillai, TS","Lee, K",1
"Pillai, TS","Polozov, O",1
"Pillai, TS","Child, R",1
"Pillai, TS","Moreira, E",1
"Pillai, TS","Lewkowycz, A",1
"Pillai, TS","Pellat, M",1
"Pillai, TS","Dai, AM",1
"Pillai, TS","Omernick, M",1
"Pillai, TS","Agrawal, S",1
"Pillai, TS","Dohan, D",1
"Pillai, TS","Sepassi, R",1
"Pillai, TS","Spiridonov, A",1
"Pillai, TS","Zoph, B",1
"Pillai, TS","Lim, H",1
"Pillai, TS","Luan, D",1
"Pillai, TS","Ippolito, D",1
"Pillai, TS","Zhou, D",1
"Vaswani, A","Parmar, N",1
"Pillai, TS","Catasta, M",1
"Pillai, TS","Meier-Hellstern, K",1
"Omernick, M","Pellat, M",1
"Pillai, TS","Eck, D",1
"Pellat, M","Isard, M",1
"Pellat, M","Austin, J",1
"Pellat, M","Bradbury, J",1
"Pellat, M","Pope, R",1
"Pellat, M","Hutchinson, B",1
"Pellat, M","Du, N",1
"Pellat, M","Reif, E",1
"Pellat, M","Prabhakaran, V",1
"Pellat, M","Shazeer, N",1
"Pellat, M","Tay, Y",1
"Pellat, M","Barnes, P",1
"Pellat, M","Rao, A",1
"Pellat, M","Maynez, J",1
"Pellat, M","Tsvyashchenko, S",1
"Pellat, M","Shi, K",1
"Pellat, M","Schuh, P",1
"Pellat, M","Gehrmann, S",1
"Pellat, M","Sutton, C",1
"Pellat, M","Barham, P",1
"Pellat, M","Bosma, M",1
"Pillai, TS","Fiedel, N",1
"Pillai, TS","Petrov, S",1
"Pillai, TS","Dean, J",1
"Pillai, TS","Robinson, K",1
"Pillai, TS","Misra, V",1
"Pillai, TS","Garcia, X",1
"Pillai, TS","Michalewski, H",1
"Pillai, TS","Roberts, A",1
"Pillai, TS","Mishra, G",1
"Pillai, TS","Bosma, M",1
"Pillai, TS","Devlin, J",1
"Pillai, TS","Narang, S",1
"Pillai, TS","Chowdhery, A",1
"Omernick, M","Fiedel, N",1
"Omernick, M","Petrov, S",1
"Omernick, M","Dean, J",1
"Omernick, M","Eck, D",1
"Omernick, M","Meier-Hellstern, K",1
"Omernick, M","Wei, J",1
"Omernick, M","Catasta, M",1
"Omernick, M","Firat, O",1
"Omernick, M","Diaz, M",1
"Omernick, M","Saeta, B",1
"Omernick, M","Wang, XZ",1
"Omernick, M","Zhou, ZW",1
"Omernick, M","Lee, K",1
"Omernick, M","Polozov, O",1
"Omernick, M","Child, R",1
"Omernick, M","Moreira, E",1
"Omernick, M","Lewkowycz, A",1
"Pillai, TS","Barham, P",1
"Pillai, TS","Chung, HW",1
"Pillai, TS","Sutton, C",1
"Pillai, TS","Hutchinson, B",1
"Pillai, TS","Dev, S",1
"Pillai, TS","Ghemawat, S",1
"Pillai, TS","Levskaya, A",1
"Pillai, TS","Duke, T",1
"Pillai, TS","Yin, PC",1
"Pillai, TS","Gur-Ari, G",1
"Pillai, TS","Isard, M",1
"Pillai, TS","Austin, J",1
"Pillai, TS","Bradbury, J",1
"Pillai, TS","Pope, R",1
"Pillai, TS","Du, N",1
"Pillai, TS","Gehrmann, S",1
"Pillai, TS","Reif, E",1
"Pillai, TS","Prabhakaran, V",1
"Pillai, TS","Shazeer, N",1
"Pillai, TS","Tay, Y",1
"Pillai, TS","Barnes, P",1
"Pillai, TS","Rao, A",1
"Pillai, TS","Maynez, J",1
"Pillai, TS","Tsvyashchenko, S",1
"Pillai, TS","Shi, K",1
"Pillai, TS","Schuh, P",1
"Zhou, D","Catasta, M",1
"Zhou, D","Diaz, M",1
"Austin, J","Catasta, M",1
"Levskaya, A","Hutchinson, B",1
"Levskaya, A","Reif, E",1
"Levskaya, A","Prabhakaran, V",1
"Levskaya, A","Shazeer, N",1
"Levskaya, A","Tay, Y",1
"Levskaya, A","Barnes, P",1
"Levskaya, A","Rao, A",1
"Levskaya, A","Maynez, J",1
"Levskaya, A","Tsvyashchenko, S",1
"Levskaya, A","Shi, K",1
"Levskaya, A","Schuh, P",1
"Levskaya, A","Gehrmann, S",1
"Levskaya, A","Sutton, C",1
"Levskaya, A","Chung, HW",1
"Levskaya, A","Barham, P",1
"Levskaya, A","Roberts, A",1
"Levskaya, A","Mishra, G",1
"Levskaya, A","Bosma, M",1
"Levskaya, A","Devlin, J",1
"Levskaya, A","Narang, S",1
"Levskaya, A","Chowdhery, A",1
"Duke, T","Fiedel, N",1
"Duke, T","Petrov, S",1
"Duke, T","Dean, J",1
"Levskaya, A","Du, N",1
"Levskaya, A","Pope, R",1
"Levskaya, A","Pellat, M",1
"Levskaya, A","Bradbury, J",1
"Levskaya, A","Dai, AM",1
"Levskaya, A","Omernick, M",1
"Levskaya, A","Agrawal, S",1
"Levskaya, A","Dohan, D",1
"Levskaya, A","Sepassi, R",1
"Levskaya, A","Spiridonov, A",1
"Levskaya, A","Zoph, B",1
"Levskaya, A","Lim, H",1
"Levskaya, A","Luan, D",1
"Levskaya, A","Ippolito, D",1
"Levskaya, A","Zhou, D",1
"Levskaya, A","Fedus, L",1
"Levskaya, A","Robinson, K",1
"Levskaya, A","Misra, V",1
"Levskaya, A","Garcia, X",1
"Levskaya, A","Michalewski, H",1
"Levskaya, A","Dev, S",1
"Levskaya, A","Ghemawat, S",1
"Levskaya, A","Duke, T",1
"Levskaya, A","Yin, PC",1
"Levskaya, A","Gur-Ari, G",1
"Levskaya, A","Isard, M",1
"Levskaya, A","Austin, J",1
"Duke, T","Eck, D",1
"Duke, T","Meier-Hellstern, K",1
"Duke, T","Wei, J",1
"Duke, T","Catasta, M",1
"Duke, T","Garcia, X",1
"Duke, T","Michalewski, H",1
"Duke, T","Dev, S",1
"Duke, T","Ghemawat, S",1
"Duke, T","Levskaya, A",1
"Duke, T","Yin, PC",1
"Duke, T","Gur-Ari, G",1
"Duke, T","Isard, M",1
"Duke, T","Austin, J",1
"Duke, T","Bradbury, J",1
"Duke, T","Pope, R",1
"Duke, T","Hutchinson, B",1
"Duke, T","Du, N",1
"Duke, T","Reif, E",1
"Duke, T","Prabhakaran, V",1
"Duke, T","Shazeer, N",1
"Duke, T","Tay, Y",1
"Duke, T","Barnes, P",1
"Duke, T","Rao, A",1
"Duke, T","Maynez, J",1
"Duke, T","Tsvyashchenko, S",1
"Duke, T","Shi, K",1
"Duke, T","Schuh, P",1
"Duke, T","Misra, V",1
"Duke, T","Robinson, K",1
"Duke, T","Fedus, L",1
"Duke, T","Pellat, M",1
"Duke, T","Firat, O",1
"Duke, T","Diaz, M",1
"Duke, T","Saeta, B",1
"Duke, T","Wang, XZ",1
"Duke, T","Zhou, ZW",1
"Duke, T","Lee, K",1
"Duke, T","Polozov, O",1
"Duke, T","Child, R",1
"Duke, T","Moreira, E",1
"Duke, T","Lewkowycz, A",1
"Duke, T","Pillai, TS",1
"Duke, T","Zhou, D",1
"Duke, T","Dai, AM",1
"Duke, T","Omernick, M",1
"Duke, T","Agrawal, S",1
"Duke, T","Dohan, D",1
"Duke, T","Sepassi, R",1
"Duke, T","Spiridonov, A",1
"Duke, T","Zoph, B",1
"Duke, T","Lim, H",1
"Duke, T","Luan, D",1
"Duke, T","Ippolito, D",1
"Levskaya, A","Pillai, TS",1
"Levskaya, A","Lewkowycz, A",1
"Duke, T","Sutton, C",1
"Ghemawat, S","Eck, D",1
"Ghemawat, S","Wei, J",1
"Ghemawat, S","Catasta, M",1
"Ghemawat, S","Firat, O",1
"Ghemawat, S","Diaz, M",1
"Ghemawat, S","Saeta, B",1
"Ghemawat, S","Wang, XZ",1
"Ghemawat, S","Zhou, ZW",1
"Ghemawat, S","Lee, K",1
"Ghemawat, S","Polozov, O",1
"Ghemawat, S","Child, R",1
"Ghemawat, S","Moreira, E",1
"Ghemawat, S","Lewkowycz, A",1
"Ghemawat, S","Pellat, M",1
"Ghemawat, S","Pillai, TS",1
"Ghemawat, S","Dai, AM",1
"Ghemawat, S","Omernick, M",1
"Ghemawat, S","Agrawal, S",1
"Ghemawat, S","Dohan, D",1
"Ghemawat, S","Sepassi, R",1
"Ghemawat, S","Spiridonov, A",1
"Ghemawat, S","Zoph, B",1
"Ghemawat, S","Lim, H",1
"Ghemawat, S","Luan, D",1
"Ghemawat, S","Meier-Hellstern, K",1
"Ghemawat, S","Dean, J",1
"Levskaya, A","Moreira, E",1
"Ghemawat, S","Petrov, S",1
"Dev, S","Hutchinson, B",1
"Dev, S","Du, N",1
"Dev, S","Reif, E",1
"Dev, S","Prabhakaran, V",1
"Dev, S","Shazeer, N",1
"Dev, S","Tay, Y",1
"Dev, S","Barnes, P",1
"Dev, S","Rao, A",1
"Dev, S","Maynez, J",1
"Dev, S","Tsvyashchenko, S",1
"Dev, S","Shi, K",1
"Dev, S","Schuh, P",1
"Dev, S","Gehrmann, S",1
"Dev, S","Sutton, C",1
"Dev, S","Chung, HW",1
"Dev, S","Barham, P",1
"Dev, S","Roberts, A",1
"Dev, S","Mishra, G",1
"Dev, S","Bosma, M",1
"Dev, S","Devlin, J",1
"Dev, S","Narang, S",1
"Dev, S","Chowdhery, A",1
"Ghemawat, S","Fiedel, N",1
"Ghemawat, S","Ippolito, D",1
"Ghemawat, S","Zhou, D",1
"Ghemawat, S","Fedus, L",1
"Ghemawat, S","Robinson, K",1
"Ghemawat, S","Chung, HW",1
"Ghemawat, S","Barham, P",1
"Ghemawat, S","Roberts, A",1
"Ghemawat, S","Mishra, G",1
"Ghemawat, S","Bosma, M",1
"Ghemawat, S","Devlin, J",1
"Ghemawat, S","Narang, S",1
"Ghemawat, S","Chowdhery, A",1
"Levskaya, A","Fiedel, N",1
"Levskaya, A","Petrov, S",1
"Levskaya, A","Dean, J",1
"Levskaya, A","Eck, D",1
"Levskaya, A","Meier-Hellstern, K",1
"Levskaya, A","Wei, J",1
"Levskaya, A","Catasta, M",1
"Levskaya, A","Firat, O",1
"Levskaya, A","Diaz, M",1
"Levskaya, A","Saeta, B",1
"Levskaya, A","Wang, XZ",1
"Levskaya, A","Zhou, ZW",1
"Levskaya, A","Lee, K",1
"Levskaya, A","Polozov, O",1
"Levskaya, A","Child, R",1
"Ghemawat, S","Sutton, C",1
"Ghemawat, S","Gehrmann, S",1
"Ghemawat, S","Schuh, P",1
"Ghemawat, S","Bradbury, J",1
"Ghemawat, S","Misra, V",1
"Ghemawat, S","Garcia, X",1
"Ghemawat, S","Michalewski, H",1
"Ghemawat, S","Dev, S",1
"Ghemawat, S","Levskaya, A",1
"Ghemawat, S","Duke, T",1
"Ghemawat, S","Yin, PC",1
"Ghemawat, S","Gur-Ari, G",1
"Ghemawat, S","Isard, M",1
"Ghemawat, S","Austin, J",1
"Ghemawat, S","Pope, R",1
"Ghemawat, S","Shi, K",1
"Ghemawat, S","Hutchinson, B",1
"Ghemawat, S","Du, N",1
"Ghemawat, S","Reif, E",1
"Ghemawat, S","Prabhakaran, V",1
"Ghemawat, S","Shazeer, N",1
"Ghemawat, S","Tay, Y",1
"Ghemawat, S","Barnes, P",1
"Ghemawat, S","Rao, A",1
"Ghemawat, S","Maynez, J",1
"Ghemawat, S","Tsvyashchenko, S",1
"Duke, T","Gehrmann, S",1
"Duke, T","Chung, HW",1
"Dev, S","Bradbury, J",1
"Gur-Ari, G","Roberts, A",1
"Gur-Ari, G","Bosma, M",1
"Gur-Ari, G","Devlin, J",1
"Gur-Ari, G","Narang, S",1
"Gur-Ari, G","Chowdhery, A",1
"Isard, M","Fiedel, N",1
"Isard, M","Petrov, S",1
"Isard, M","Dean, J",1
"Isard, M","Eck, D",1
"Isard, M","Meier-Hellstern, K",1
"Isard, M","Wei, J",1
"Isard, M","Catasta, M",1
"Isard, M","Firat, O",1
"Isard, M","Diaz, M",1
"Isard, M","Saeta, B",1
"Isard, M","Wang, XZ",1
"Isard, M","Zhou, ZW",1
"Isard, M","Lee, K",1
"Isard, M","Polozov, O",1
"Isard, M","Child, R",1
"Isard, M","Moreira, E",1
"Isard, M","Lewkowycz, A",1
"Isard, M","Pellat, M",1
"Isard, M","Pillai, TS",1
"Gur-Ari, G","Mishra, G",1
"Gur-Ari, G","Barham, P",1
"Gur-Ari, G","Garcia, X",1
"Gur-Ari, G","Chung, HW",1
"Gur-Ari, G","Dev, S",1
"Gur-Ari, G","Ghemawat, S",1
"Gur-Ari, G","Levskaya, A",1
"Gur-Ari, G","Duke, T",1
"Gur-Ari, G","Yin, PC",1
"Gur-Ari, G","Isard, M",1
"Gur-Ari, G","Austin, J",1
"Gur-Ari, G","Bradbury, J",1
"Gur-Ari, G","Pope, R",1
"Gur-Ari, G","Hutchinson, B",1
"Gur-Ari, G","Du, N",1
"Gur-Ari, G","Reif, E",1
"Gur-Ari, G","Prabhakaran, V",1
"Gur-Ari, G","Shazeer, N",1
"Gur-Ari, G","Tay, Y",1
"Gur-Ari, G","Barnes, P",1
"Gur-Ari, G","Rao, A",1
"Gur-Ari, G","Maynez, J",1
"Gur-Ari, G","Tsvyashchenko, S",1
"Gur-Ari, G","Shi, K",1
"Gur-Ari, G","Schuh, P",1
"Gur-Ari, G","Gehrmann, S",1
"Gur-Ari, G","Sutton, C",1
"Isard, M","Dai, AM",1
"Isard, M","Omernick, M",1
"Isard, M","Agrawal, S",1
"Isard, M","Dohan, D",1
"Isard, M","Tay, Y",1
"Isard, M","Barnes, P",1
"Isard, M","Rao, A",1
"Isard, M","Maynez, J",1
"Isard, M","Tsvyashchenko, S",1
"Isard, M","Shi, K",1
"Isard, M","Schuh, P",1
"Isard, M","Gehrmann, S",1
"Isard, M","Sutton, C",1
"Isard, M","Chung, HW",1
"Isard, M","Barham, P",1
"Isard, M","Roberts, A",1
"Isard, M","Mishra, G",1
"Isard, M","Bosma, M",1
"Isard, M","Devlin, J",1
"Isard, M","Narang, S",1
"Isard, M","Chowdhery, A",1
"Austin, J","Fiedel, N",1
"Austin, J","Petrov, S",1
"Austin, J","Dean, J",1
"Austin, J","Eck, D",1
"Austin, J","Meier-Hellstern, K",1
"Austin, J","Wei, J",1
"Isard, M","Shazeer, N",1
"Isard, M","Prabhakaran, V",1
"Isard, M","Reif, E",1
"Isard, M","Garcia, X",1
"Isard, M","Sepassi, R",1
"Isard, M","Spiridonov, A",1
"Isard, M","Zoph, B",1
"Isard, M","Lim, H",1
"Isard, M","Luan, D",1
"Isard, M","Ippolito, D",1
"Isard, M","Zhou, D",1
"Isard, M","Fedus, L",1
"Isard, M","Robinson, K",1
"Isard, M","Misra, V",1
"Isard, M","Michalewski, H",1
"Isard, M","Du, N",1
"Isard, M","Dev, S",1
"Isard, M","Ghemawat, S",1
"Isard, M","Levskaya, A",1
"Isard, M","Duke, T",1
"Isard, M","Yin, PC",1
"Isard, M","Gur-Ari, G",1
"Isard, M","Austin, J",1
"Isard, M","Bradbury, J",1
"Isard, M","Pope, R",1
"Isard, M","Hutchinson, B",1
"Gur-Ari, G","Michalewski, H",1
"Gur-Ari, G","Misra, V",1
"Duke, T","Barham, P",1
"Yin, PC","Dai, AM",1
"Yin, PC","Agrawal, S",1
"Yin, PC","Dohan, D",1
"Yin, PC","Sepassi, R",1
"Yin, PC","Spiridonov, A",1
"Yin, PC","Zoph, B",1
"Yin, PC","Lim, H",1
"Yin, PC","Luan, D",1
"Yin, PC","Ippolito, D",1
"Yin, PC","Zhou, D",1
"Yin, PC","Fedus, L",1
"Yin, PC","Robinson, K",1
"Yin, PC","Misra, V",1
"Yin, PC","Garcia, X",1
"Yin, PC","Michalewski, H",1
"Yin, PC","Dev, S",1
"Yin, PC","Ghemawat, S",1
"Yin, PC","Levskaya, A",1
"Yin, PC","Duke, T",1
"Yin, PC","Gur-Ari, G",1
"Yin, PC","Isard, M",1
"Yin, PC","Austin, J",1
"Yin, PC","Bradbury, J",1
"Yin, PC","Pope, R",1
"Yin, PC","Omernick, M",1
"Yin, PC","Pillai, TS",1
"Gur-Ari, G","Robinson, K",1
"Yin, PC","Pellat, M",1
"Duke, T","Roberts, A",1
"Duke, T","Mishra, G",1
"Duke, T","Bosma, M",1
"Duke, T","Devlin, J",1
"Duke, T","Narang, S",1
"Duke, T","Chowdhery, A",1
"Yin, PC","Fiedel, N",1
"Yin, PC","Petrov, S",1
"Yin, PC","Dean, J",1
"Yin, PC","Eck, D",1
"Yin, PC","Meier-Hellstern, K",1
"Yin, PC","Wei, J",1
"Yin, PC","Catasta, M",1
"Yin, PC","Firat, O",1
"Yin, PC","Diaz, M",1
"Yin, PC","Saeta, B",1
"Yin, PC","Wang, XZ",1
"Yin, PC","Zhou, ZW",1
"Yin, PC","Lee, K",1
"Yin, PC","Polozov, O",1
"Yin, PC","Child, R",1
"Yin, PC","Moreira, E",1
"Yin, PC","Lewkowycz, A",1
"Yin, PC","Hutchinson, B",1
"Yin, PC","Du, N",1
"Yin, PC","Reif, E",1
"Yin, PC","Prabhakaran, V",1
"Gur-Ari, G","Diaz, M",1
"Gur-Ari, G","Saeta, B",1
"Gur-Ari, G","Wang, XZ",1
"Gur-Ari, G","Zhou, ZW",1
"Gur-Ari, G","Lee, K",1
"Gur-Ari, G","Polozov, O",1
"Gur-Ari, G","Child, R",1
"Gur-Ari, G","Moreira, E",1
"Gur-Ari, G","Lewkowycz, A",1
"Gur-Ari, G","Pellat, M",1
"Gur-Ari, G","Pillai, TS",1
"Gur-Ari, G","Dai, AM",1
"Gur-Ari, G","Omernick, M",1
"Gur-Ari, G","Agrawal, S",1
"Gur-Ari, G","Dohan, D",1
"Gur-Ari, G","Sepassi, R",1
"Gur-Ari, G","Spiridonov, A",1
"Gur-Ari, G","Zoph, B",1
"Gur-Ari, G","Lim, H",1
"Gur-Ari, G","Luan, D",1
"Gur-Ari, G","Ippolito, D",1
"Gur-Ari, G","Zhou, D",1
"Gur-Ari, G","Fedus, L",1
"Gur-Ari, G","Firat, O",1
"Gur-Ari, G","Catasta, M",1
"Gur-Ari, G","Wei, J",1
"Yin, PC","Chung, HW",1
"Yin, PC","Shazeer, N",1
"Yin, PC","Tay, Y",1
"Yin, PC","Barnes, P",1
"Yin, PC","Rao, A",1
"Yin, PC","Maynez, J",1
"Yin, PC","Tsvyashchenko, S",1
"Yin, PC","Shi, K",1
"Yin, PC","Schuh, P",1
"Yin, PC","Gehrmann, S",1
"Yin, PC","Sutton, C",1
"Yin, PC","Barham, P",1
"Gur-Ari, G","Meier-Hellstern, K",1
"Yin, PC","Roberts, A",1
"Yin, PC","Mishra, G",1
"Yin, PC","Bosma, M",1
"Yin, PC","Devlin, J",1
"Yin, PC","Narang, S",1
"Yin, PC","Chowdhery, A",1
"Gur-Ari, G","Fiedel, N",1
"Gur-Ari, G","Petrov, S",1
"Gur-Ari, G","Dean, J",1
"Gur-Ari, G","Eck, D",1
"Dev, S","Pope, R",1
"Dev, S","Austin, J",1
"Zhou, D","Saeta, B",1
"Robinson, K","Hou, L",1
"Robinson, K","Eck, D",1
"Robinson, K","Meier-Hellstern, K",1
"Robinson, K","Catasta, M",1
"Robinson, K","Firat, O",1
"Robinson, K","Diaz, M",1
"Robinson, K","Saeta, B",1
"Robinson, K","Zhou, ZW",1
"Robinson, K","Lee, K",1
"Robinson, K","Polozov, O",1
"Robinson, K","Child, R",1
"Robinson, K","Moreira, E",1
"Robinson, K","Lewkowycz, A",1
"Robinson, K","Pillai, TS",1
"Robinson, K","Dai, AM",1
"Robinson, K","Omernick, M",1
"Robinson, K","Agrawal, S",1
"Robinson, K","Dohan, D",1
"Robinson, K","Sepassi, R",1
"Robinson, K","Spiridonov, A",1
"Robinson, K","Lim, H",1
"Robinson, K","Luan, D",1
"Robinson, K","Ippolito, D",1
"Robinson, K","Fedus, L",1
"Robinson, K","Fiedel, N",1
"Robinson, K","Longpre, S",1
"Fedus, L","Barham, P",1
"Robinson, K","Tai, Y",1
"Fedus, L","Mishra, G",1
"Fedus, L","Bosma, M",1
"Fedus, L","Devlin, J",1
"Fedus, L","Narang, S",1
"Fedus, L","Chowdhery, A",1
"Robinson, K","Le, Q",1
"Robinson, K","Chi, EH",1
"Robinson, K","Yu, HK",1
"Robinson, K","Dai, A",1
"Robinson, K","Huang, YP",1
"Robinson, K","Zhao, VC",1
"Robinson, K","Yu, AD",1
"Robinson, K","Valter, D",1
"Robinson, K","Castro-Ros, A",1
"Robinson, K","Chen, XY",1
"Robinson, K","Suzgun, M",1
"Robinson, K","Dai, ZY",1
"Robinson, K","Gu, SS",1
"Robinson, K","Webson, A",1
"Robinson, K","Brahma, S",1
"Robinson, K","Dehghani, M",1
"Robinson, K","Li, YX",1
"Robinson, K","Fedus, W",1
"Robinson, K","Misra, V",1
"Robinson, K","Garcia, X",1
"Robinson, K","Michalewski, H",1
"Robinson, K","Dev, S",1
"Misra, V","Petrov, S",1
